ChEMBL_ID,name,SMILES,IC50_nM,IC50_units,pChEMBL,Assay_ID,target_chembl_id,target_name
CHEMBL117052,CHEMBL117052,NC1CCN(C(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1,5.0,nM,8.3,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL117166,CHEMBL117166,c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,20.0,nM,7.7,CHEMBL818936,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL117983,CHEMBL117983,CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,10.0,nM,8.0,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL118386,CHEMBL118386,c1cc(OCCN2CCOCC2)cc(-c2cnc3c(-c4ccsc4)cnn3c2)c1,14.0,nM,7.85,CHEMBL818936,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL118400,CHEMBL118400,CN1CCN(CCCn2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2=O)CC1,7.0,nM,8.15,CHEMBL818936,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL118440,CHEMBL118440,O=c1[nH]c2ccccc2cc1-c1nc2ccccc2[nH]1,45.0,nM,7.35,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL118569,CHEMBL118569,COCCN(C)CCOc1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1,7.0,nM,8.15,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL118748,CHEMBL118748,O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,8.0,nM,8.1,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL118832,CHEMBL118832,O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1,11.0,nM,7.96,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL119276,CHEMBL119276,CC(=O)N1CCN(CCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,4.0,nM,8.4,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL119552,CHEMBL119552,O=C(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1,5.0,nM,8.3,CHEMBL820698,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1202473,CHEMBL1202473,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,7.0,nM,8.15,CHEMBL817494,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1202477,CHEMBL1202477,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,9.0,nM,8.05,CHEMBL817494,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1202478,CHEMBL1202478,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,8.0,nM,8.1,CHEMBL817494,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL121405,CHEMBL121405,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,1400.0,nM,5.85,CHEMBL818932,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL127907,CHEMBL127907,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,50.0,nM,7.3,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL13354,CHEMBL13354,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1,90.0,nM,7.05,CHEMBL819556,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL13485,CHEMBL13485,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,27.0,nM,7.57,CHEMBL819556,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL13608,CHEMBL13608,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1,60.0,nM,7.22,CHEMBL819556,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL13629,CHEMBL13629,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,32.0,nM,7.5,CHEMBL819556,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL13976,CHEMBL13976,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,80.0,nM,7.1,CHEMBL819556,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL13983,CHEMBL13983,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC1CCN(C)CC1,25.0,nM,7.6,CHEMBL819556,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL146694,CHEMBL146694,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c(C)c(CCC(=O)O)c1C,3000.0,nM,5.52,CHEMBL696131,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL146697,CHEMBL146697,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(S(N)(=O)=O)cc21,920.0,nM,6.04,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL147112,CHEMBL147112,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C,40.0,nM,7.4,CHEMBL696131,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL147138,CHEMBL147138,COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC,800.0,nM,6.1,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL147180,CHEMBL147180,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCCC1,40.0,nM,7.4,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL147192,CHEMBL147192,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1ccnc1,40.0,nM,7.4,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL147761,CHEMBL147761,Cc1c[nH]c(/C=C2\C(=O)Nc3cccc(C)c32)c1CCC(=O)O,100.0,nM,7.0,CHEMBL696131,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL148471,CHEMBL148471,O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)Cc1ccccc1-3,414.0,nM,6.38,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL148514,CHEMBL148514,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)c1,90.0,nM,7.05,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL148744,CHEMBL148744,Cc1c[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1CCC(=O)O,40.0,nM,7.4,CHEMBL696131,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL148869,CHEMBL148869,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OCCOC,60.0,nM,7.22,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL148880,CHEMBL148880,O=C1NCc2c1c1c(c3c2c2cc(CO)ccc2n3CCCO)Cc2ccccc2-1,208.0,nM,6.68,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL148984,CHEMBL148984,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)cc1,450.0,nM,6.35,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL149073,CHEMBL149073,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)c(C)c1CCC(=O)O,70.0,nM,7.16,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL149201,CHEMBL149201,Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O,140.0,nM,6.85,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL149243,CHEMBL149243,COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C,1200.0,nM,5.92,CHEMBL696131,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL149636,CHEMBL149636,CCSCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,21.0,nM,7.68,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL149742,CHEMBL149742,CCC(CC)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,35.0,nM,7.46,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150085,CHEMBL150085,COC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,73.0,nM,7.14,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150151,CHEMBL150151,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,520.0,nM,6.28,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150177,CHEMBL150177,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c(C)c1CCC(=O)O,1260.0,nM,5.9,CHEMBL816967,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150187,CHEMBL150187,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCCn1ccnn1,40.0,nM,7.4,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150291,CHEMBL150291,CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,411.0,nM,6.39,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150315,CHEMBL150315,COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,100.0,nM,7.0,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150405,CHEMBL150405,CC(C)SCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,57.0,nM,7.24,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150581,CHEMBL150581,COc1cc2ncnc(Nc3ccccc3F)c2cc1OC,2700.0,nM,5.57,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150606,CHEMBL150606,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1cncn1,100.0,nM,7.0,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150657,CHEMBL150657,COCCOc1ccc2c(Nc3ccc(Cl)cc3F)ncnc2c1,150.0,nM,6.82,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150817,CHEMBL150817,COCCOc1cc2nccc(Nc3ccc(Cl)cc3F)c2cc1OC,10.0,nM,8.0,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150825,CHEMBL150825,COCCOc1cc2nncc(Nc3ccc(Cl)cc3F)c2cc1OC,1100.0,nM,5.96,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150826,CHEMBL150826,COCCOc1cc2nncc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,4.0,nM,8.4,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL150894,CHEMBL150894,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,8.0,nM,8.1,CHEMBL820693,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151015,CHEMBL151015,COCC(=O)Nc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,300.0,nM,6.52,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151067,CHEMBL151067,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCc1ccsc1,8.0,nM,8.1,CHEMBL812620,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151219,CHEMBL151219,O=C1NCc2c1c1c(c3c2c2ccccc2n3CCO)Cc2ccccc2-1,107.0,nM,6.97,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151358,CHEMBL151358,CC(C)OCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1ccccc1C4,55.0,nM,7.26,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151656,CHEMBL151656,CC(O)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,111.0,nM,6.96,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151713,CHEMBL151713,CC(C)(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,11.0,nM,7.96,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151835,CHEMBL151835,O=C1NCc2c1c1c(c3c2c2cc(Br)ccc2n3CCCO)Cc2ccccc2-1,104.0,nM,6.98,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151863,CHEMBL151863,CCCCOC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,130.0,nM,6.89,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL151959,CHEMBL151959,CCC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,12.0,nM,7.92,CHEMBL817492,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL153843,CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,1.24,nM,8.91,CHEMBL817493,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL162,CHEMBL162,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,115.0,nM,6.94,CHEMBL829417,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL167890,CHEMBL167890,COc1cc2c(Nc3c(F)ccc4c3OCO4)ncnc2cc1OCCCN1CCOCC1,8160.0,nM,5.09,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL169186,CHEMBL169186,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,2170.0,nM,5.66,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL169643,CHEMBL169643,COc1cc2c(Nc3c(Cl)ccc4ccoc34)ncnc2cc1OCCCN1CCOCC1,1380.0,nM,5.86,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL169757,CHEMBL169757,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,500.0,nM,6.3,CHEMBL700241,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL169797,CHEMBL169797,COc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)c1,1110.0,nM,5.96,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL170137,CHEMBL170137,CNC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,52.0,nM,7.28,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL170589,CHEMBL170589,COc1cccc(-c2cnc3cc(-c4ccccc4)ccn23)n1,242.0,nM,6.62,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL170984,CHEMBL170984,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCC1CCN(C)CC1,15600.0,nM,4.81,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL171125,CHEMBL171125,COc1cc2c(Nc3cccc4c3OCO4)ncnc2cc1OCCCN1CCOCC1,4960.0,nM,5.3,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL171188,CHEMBL171188,O=c1cc(-c2ccn3c(-c4ccccc4)cnc3c2)ccn1CCCO,120.0,nM,6.92,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL171558,CHEMBL171558,COc1cc2c(Nc3cccc4occc34)ncnc2cc1OCCCN1CCOCC1,250.0,nM,6.6,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL171616,CHEMBL171616,c1ccc(-c2ccn3c(-c4cnsc4)cnc3c2)cc1,50.0,nM,7.3,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL171736,CHEMBL171736,COCCN(C)CCCn1ccc(-c2ccn3c(-c4ccccc4)cnc3c2)cc1=O,96.0,nM,7.02,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL171745,CHEMBL171745,COc1cc2c(Nc3cccc4ccoc34)ncnc2cc1OCCCN1CCOCC1,410.0,nM,6.39,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL172292,CHEMBL172292,c1ccc(-c2ccn3c(-c4cccnc4)cnc3c2)cc1,930.0,nM,6.03,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL172450,CHEMBL172450,COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)c1,1180.0,nM,5.93,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL172518,CHEMBL172518,COc1cc2c(Nc3cccc4c(Cl)coc34)ncnc2cc1OCCCN1CCOCC1,100.0,nM,7.0,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL173550,CHEMBL173550,CC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,77.0,nM,7.11,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL173799,CHEMBL173799,COc1cc2c(Nc3c(Br)ccc4c3OCO4)ncnc2cc1OCCCN1CCOCC1,42640.0,nM,4.37,CHEMBL820673,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL173856,CHEMBL173856,NC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,69.0,nM,7.16,CHEMBL818934,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1744347,CHEMBL1744347,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,20.0,nM,7.7,CHEMBL817494,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL1744349,CHEMBL1744349,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,40.0,nM,7.4,CHEMBL817494,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL175506,CHEMBL175506,COc1nc(Nc2ccc3ncsc3c2)nc(NC(C)(C)c2ccccc2)n1,6100.0,nM,5.21,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL175760,CHEMBL175760,CC(C)(Nc1nc(Cl)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,1080.0,nM,5.97,CHEMBL835238,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL175830,CHEMBL175830,CC(C)(Nc1nc(O)nc(Nc2ccc3[nH]cnc3c2)n1)c1ccccc1,240.0,nM,6.62,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL175862,CHEMBL175862,CC(C)(Nc1nc(O)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,35.0,nM,7.46,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL175914,CHEMBL175914,CN(c1ccc2ncsc2c1)c1nc(O)nc(NC(C)(C)c2ccccc2)n1,1600.0,nM,5.8,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL176019,CHEMBL176019,CC(C)N(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,18.0,nM,7.75,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL176078,CHEMBL176078,CCN(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,49.0,nM,7.31,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL176309,CHEMBL176309,Nc1ncnc2c1c(-c1cccc(Cl)c1)cn2-c1ccccc1,1000.0,nM,6.0,CHEMBL700241,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL176553,CHEMBL176553,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,170.0,nM,6.77,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL176702,CHEMBL176702,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1,3600.0,nM,5.44,CHEMBL700241,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL176705,CHEMBL176705,COc1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,200.0,nM,6.7,CHEMBL700241,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL177298,CHEMBL177298,CC(C)(Nc1nc(NO)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,40.0,nM,7.4,CHEMBL831136,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL177434,CHEMBL177434,OCCCNc1cc(-c2cncc(Nc3cccc(Cl)c3)n2)ccn1,500.0,nM,6.3,CHEMBL829594,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL177688,CHEMBL177688,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,83.18,nM,7.08,CHEMBL831656,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178174,CHEMBL178174,Cc1ccc(Nc2ncnn3cc(NC(=O)OCCCn4nccn4)c(C(C)C)c23)cc1O,7.0,nM,8.15,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178248,CHEMBL178248,CCc1ccc(Nc2ncnn3cc(C(=O)OC)c(C)c23)cc1O,55.0,nM,7.26,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178455,CHEMBL178455,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,0.9,nM,9.05,CHEMBL829563,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178484,CHEMBL178484,OCCCNc1cnccc1-c1cncc(Nc2cccc(Cl)c2)n1,761.0,nM,6.12,CHEMBL829594,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178507,CHEMBL178507,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(Cl)c3)o2)c1,22.0,nM,7.66,CHEMBL829592,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178568,CHEMBL178568,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc([N+](=O)[O-])cc4)cc3)c2cc1OC,5.6,nM,8.25,CHEMBL876146,CHEMBL279,Vascular endothelial growth factor receptor 2
CHEMBL178583,CHEMBL178583,Cc1ccc(Nc2ncnn3cc(C(=O)NCCCN4CCCC4)c(C)c23)cc1O,40.0,nM,7.4,CHEMBL830878,CHEMBL279,Vascular endothelial growth factor receptor 2
